id,document_id,repository_name,institution_name,url,access_label,stable_identifier,rights_note,is_primary,last_checked_at
e86429cd-01ce-51a5-895a-351f6962cd69,3c71650f-f43c-5e2d-ac47-a553d1ce6baa,Internet Archive,,https://archive.org/download/hymnsrigveda00unkngoog/hymnsrigveda00unkngoog.pdf,Full source PDF,https://archive.org/download/hymnsrigveda00unkngoog/hymnsrigveda00unkngoog.pdf,"Public-domain 1897 Benares edition, digitized by Google Books.",False,
2a4c728b-5f82-5c87-bd19-309bcd39d816,3c71650f-f43c-5e2d-ac47-a553d1ce6baa,Sanskrit Wikisource,,https://sa.wikisource.org/wiki/ऋग्वेदः_सूक्तं_८.४८,Rigveda 8.48 Sanskrit text,https://sa.wikisource.org/wiki/ऋग्वेदः_सूक्तं_८.४८,Ancient Sanskrit text; online page text available under CC BY-SA 4.0.,False,
649350ee-3779-5a50-a722-cda17eaabce8,3c71650f-f43c-5e2d-ac47-a553d1ce6baa,Sanskrit Wikisource,,https://sa.wikisource.org/wiki/ऋग्वेदः_सूक्तं_९.११३,Rigveda 9.113 Sanskrit text,https://sa.wikisource.org/wiki/ऋग्वेदः_सूक्तं_९.११३,Ancient Sanskrit text; online page text available under CC BY-SA 4.0.,False,
45546dd4-aec9-5b71-a3c6-15fae00f4052,b523299a-a9fe-5057-9912-3d3fcad18096,Internet Archive,,https://archive.org/details/duhachischetdel00moregoog,Full source page,https://archive.org/details/duhachischetdel00moregoog,"Public-domain 1845 Paris edition, digitized by Google Books.",True,
88df2295-b994-5b3a-99ce-8064c73a0955,b523299a-a9fe-5057-9912-3d3fcad18096,Internet Archive,,https://archive.org/download/duhachischetdel00moregoog/duhachischetdel00moregoog.pdf,Full source PDF,https://archive.org/download/duhachischetdel00moregoog/duhachischetdel00moregoog.pdf,"Public-domain 1845 Paris edition, digitized by Google Books.",False,
7e6c84a5-6707-5b71-8b9f-e6529a5e8f47,95b02c4f-765c-5901-913f-53ecc688485c,Internet Archive,,https://archive.org/details/bub_gb_GDIbAAAAYAAJ,Full source page,https://archive.org/details/bub_gb_GDIbAAAAYAAJ,"Public-domain 1855 Nuremberg edition, digitized by Google Books.",True,
e3217685-f43a-5534-906c-0e839519f08a,95b02c4f-765c-5901-913f-53ecc688485c,Internet Archive,,https://archive.org/download/bub_gb_GDIbAAAAYAAJ/bub_gb_GDIbAAAAYAAJ.pdf,Full source PDF,https://archive.org/download/bub_gb_GDIbAAAAYAAJ/bub_gb_GDIbAAAAYAAJ.pdf,"Public-domain 1855 Nuremberg edition, digitized by Google Books.",False,
69e668b2-17ad-568c-82db-ca2c9f451d95,2125e5f8-b03b-5c76-bc69-549e3b9645a5,Internet Archive,CIA Reading Room mirror,https://archive.org/details/cia-readingroom-document-00163357,CIA Reading Room PDF mirror,https://archive.org/details/cia-readingroom-document-00163357,Federal source text is public domain under 17 U.S.C. 105. Repository scan metadata and packaging may have separate descriptive metadata.,True,
706b9d4d-5a76-591e-8363-e133f0ce5911,06f67617-17c0-5c0f-b1b7-47bf662a7fba,Internet Archive,Boston Public Library government documents scan,https://archive.org/details/finalreportofsel01unit,Full text PDF,https://archive.org/details/finalreportofsel01unit,Federal source text is public domain under 17 U.S.C. 105. Repository scan metadata and packaging may have separate descriptive metadata.,True,
20849419-21cf-554e-bccf-578a3cdd21c0,9bc5ab5f-5638-5f0a-b2b5-158b1c879aa3,Internet Archive,Boston Public Library government documents scan,https://archive.org/details/reporttopresiden01unit,Full text PDF,https://archive.org/details/reporttopresiden01unit,Federal source text is public domain under 17 U.S.C. 105. Repository scan metadata and packaging may have separate descriptive metadata.,True,
